question_set_title,question_number,question_type,question_text,options,correct_answer,matching_pairs,labels,explanation,hint,marks,drawing_template
Problem Solving Challenge 1,18,mcq,Round 4.567 to one decimal place:,"[""4.5"", ""4.6"", ""4.7"", ""5.0""]",4.6,,,,,1,
Problem Solving Challenge 1,19,mcq,How many minutes are in 2 hours 30 minutes?,"[""120"", ""130"", ""150"", ""180""]",150,,,,,1,
Problem Solving Challenge 1,20,mcq,What is 5 + 9 × 3?,"[""42"", ""32"", ""27"", ""17""]",32,,,,,1,
Problem Solving Challenge 1,21,mcq,Which type of chart is best for showing change over time?,"[""Pie chart"", ""Line graph"", ""Bar chart"", ""Pictogram""]",Line graph,,,,,1,
Problem Solving Challenge 1,22,fill_blank,Calculate: 3.5 + 2.7 = _______,,6.2,,,,,1,
Problem Solving Challenge 1,23,fill_blank,"If p = 7, calculate 4p - 10",,18,,,,,1,
Problem Solving Challenge 1,24,fill_blank,Calculate: 25 × 12 = _______,,300,,,,,1,
Problem Solving Challenge 1,25,mcq,What is 0.5 × 0.4?,"[""0.9"", ""0.2"", ""0.02"", ""2.0""]",0.2,,,,,1,
Problem Solving Challenge 1,26,fill_blank,What is 144 ÷ 12?,,12,,,,,1,
Problem Solving Challenge 1,27,mcq,Convert 3.5 km to meters:,"[""350m"", ""3500m"", ""35m"", ""35000m""]",3500m,,,,,1,
Problem Solving Challenge 1,28,fill_blank,"Order from smallest to largest: 0.3, 0.25, 0.35",,"0.25, 0.3, 0.35",,,,,1,
Problem Solving Challenge 1,29,fill_blank,Solve: 2x = 10. x = _______,,5,,,,,1,
Problem Solving Challenge 1,30,mcq,What is 1/2 + 1/4?,"[""2/6"", ""3/4"", ""1/6"", ""2/4""]",3/4,,,,,1,
Problem Solving Challenge 1,31,mcq,What type of angle is 135°?,"[""Acute"", ""Right"", ""Obtuse"", ""Reflex""]",Obtuse,,,,,1,
Problem Solving Challenge 1,32,mcq,"The mean of 4, 8, 6, 10, 12 is:","[""6"", ""8"", ""10"", ""12""]",8,,,,,1,
Problem Solving Challenge 1,33,written,"The ratio of boys to girls in a class is 3:2. If there are 15 boys, how many girls are there?",,"Boys:Girls = 3:2. If 3 parts = 15, then 1 part = 5. Girls = 2 × 5 = 10",,,,,2,
Problem Solving Challenge 1,34,written,A tank can hold 500 liters of water. It is 3/5 full. How many more liters are needed to fill it?,,Water in tank = 500 × 3/5 = 300L. Space remaining = 500 - 300 = 200 liters,,,,,3,
Problem Solving Challenge 1,35,mcq,Solve: y + 7 = 15. What is y?,"[""7"", ""8"", ""22"", ""10""]",8,,,,,1,
Problem Solving Challenge 1,36,written,Calculate the area of a triangle with base 10cm and height 6cm. Show your working.,,Area = 1/2 × base × height = 1/2 × 10 × 6 = 30cm²,,,,,2,
Problem Solving Challenge 1,37,fill_blank,"Find the median of: 2, 5, 8, 11, 14. The median is _______.",,8,,,,,1,
Problem Solving Challenge 1,38,mcq,"What is the mode of: 3, 5, 7, 5, 9, 5, 2?","[""3"", ""5"", ""7"", ""9""]",5,,,,,1,
Problem Solving Challenge 1,39,fill_blank,Calculate: 456 + 789 = _______,,1245,,,,,1,
Problem Solving Challenge 1,40,written,A book normally costs RM40. It is on sale for 25% off. Show your working to find the sale price.,,Discount = 25% of RM40 = RM10. Sale price = RM40 - RM10 = RM30,,,,,2,
Problem Solving Challenge 1,45,matching,Match the shapes to their number of sides:,,"1-A,2-B,3-C,4-D","[{""left"": ""Triangle"", ""right"": ""3 sides""}, {""left"": ""Square"", ""right"": ""4 sides""}, {""left"": ""Pentagon"", ""right"": ""5 sides""}, {""left"": ""Hexagon"", ""right"": ""6 sides""}]",,,,4,
Problem Solving Challenge 1,46,matching,Match the fractions to their decimal equivalents:,,"1-A,2-B,3-C,4-D","[{""left"": ""1/2"", ""right"": ""0.5""}, {""left"": ""1/4"", ""right"": ""0.25""}, {""left"": ""3/4"", ""right"": ""0.75""}, {""left"": ""1/10"", ""right"": ""0.1""}]",,,,4,
Mathematics Practice 2,1,written,A circle has a radius of 7cm. Calculate its circumference using π = 22/7.,,Circumference = 2πr = 2 × 22/7 × 7 = 44cm,,,,,2,
Mathematics Practice 2,2,mcq,"In a bar chart, what does the height of the bar show?","[""The category"", ""The frequency/value"", ""The title"", ""The color""]",The frequency/value,,,,,1,
Mathematics Practice 2,3,fill_blank,Calculate: 3.5 + 2.7 = _______,,6.2,,,,,1,
Mathematics Practice 2,4,fill_blank,Calculate: 25 × 12 = _______,,300,,,,,1,
Mathematics Practice 2,5,fill_blank,Solve: m - 8 = 12. m = _______,,20,,,,,1,
Mathematics Practice 2,6,fill_blank,Sarah has 48 stickers. She gives 1/4 to her friend. How many stickers does she give away?,,12,,,,,1,
Mathematics Practice 2,7,fill_blank,How many seconds are in 5 minutes? _______,,300,,,,,1,
Mathematics Practice 2,8,mcq,"The mean of 4, 8, 6, 10, 12 is:","[""6"", ""8"", ""10"", ""12""]",8,,,,,1,
Mathematics Practice 2,9,fill_blank,12.6 ÷ 3 = _______,,4.2,,,,,1,
Mathematics Practice 2,10,mcq,Solve: y + 7 = 15. What is y?,"[""7"", ""8"", ""22"", ""10""]",8,,,,,1,
Mathematics Practice 2,11,mcq,What percentage is 15 out of 60?,"[""15%"", ""20%"", ""25%"", ""30%""]",25%,,,,,1,
Mathematics Practice 2,12,fill_blank,Solve: 2x = 10. x = _______,,5,,,,,1,
Mathematics Practice 2,13,mcq,Convert 7/10 to a decimal:,"[""0.07"", ""0.7"", ""7.0"", ""70""]",0.7,,,,,1,
Mathematics Practice 2,14,fill_blank,Express 2/5 as a decimal: _______,,0.4,,,,,1,
Mathematics Practice 2,15,written,A train leaves at 09:45 and arrives at 11:20. How long is the journey?,,1 hour 35 minutes,,,,,2,
Mathematics Practice 2,16,written,Calculate the area of a triangle with base 10cm and height 6cm. Show your working.,,Area = 1/2 × base × height = 1/2 × 10 × 6 = 30cm²,,,,,2,
Mathematics Practice 2,17,mcq,A film starts at 14:30 and lasts 1 hour 45 minutes. What time does it end?,"[""15:15"", ""15:45"", ""16:15"", ""16:45""]",16:15,,,,,1,
Mathematics Practice 2,18,fill_blank,"Order from smallest to largest: 0.3, 0.25, 0.35",,"0.25, 0.3, 0.35",,,,,1,
Mathematics Practice 2,19,mcq,Round 4.567 to one decimal place:,"[""4.5"", ""4.6"", ""4.7"", ""5.0""]",4.6,,,,,1,
Mathematics Practice 2,20,fill_blank,What is 1/3 + 1/6 = _______ (as a fraction),,1/2,,,,,1,
Mathematics Practice 2,21,written,"A bookshop sells books at RM25 each. If they offer a 20% discount, how much would 3 books cost? Show your working.",,Discounted price = RM25 × 0.8 = RM20. Total = RM20 × 3 = RM60,,,,,3,
Mathematics Practice 2,22,mcq,Simplify: 12/18,"[""4/6"", ""2/3"", ""6/9"", ""3/4""]",2/3,,,,,1,
Mathematics Practice 2,23,mcq,What is 5 + 9 × 3?,"[""42"", ""32"", ""27"", ""17""]",32,,,,,1,
Mathematics Practice 2,24,mcq,Convert 0.75 to a fraction in simplest form:,"[""75/100"", ""3/4"", ""7/5"", ""15/20""]",3/4,,,,,1,
Mathematics Practice 2,25,fill_blank,Convert 5000ml to liters: _______ L,,5,,,,,1,
Mathematics Practice 2,26,mcq,Which type of chart is best for showing change over time?,"[""Pie chart"", ""Line graph"", ""Bar chart"", ""Pictogram""]",Line graph,,,,,1,
Mathematics Practice 2,27,fill_blank,What is 144 ÷ 12?,,12,,,,,1,
Mathematics Practice 2,28,fill_blank,"Find the median of: 2, 5, 8, 11, 14. The median is _______.",,8,,,,,1,
Mathematics Practice 2,29,mcq,Convert 3/4 to a percentage:,"[""25%"", ""50%"", ""75%"", ""100%""]",75%,,,,,1,
Mathematics Practice 2,30,mcq,What is the area of a rectangle with length 8cm and width 5cm?,"[""13cm²"", ""40cm²"", ""26cm²"", ""80cm²""]",40cm²,,,,,1,
Mathematics Practice 2,31,fill_blank,"If p = 7, calculate 4p - 10",,18,,,,,1,
Mathematics Practice 2,32,mcq,What is 0.5 × 0.4?,"[""0.9"", ""0.2"", ""0.02"", ""2.0""]",0.2,,,,,1,
Mathematics Practice 2,33,mcq,Calculate: 6 × (4 + 5),"[""29"", ""54"", ""45"", ""33""]",54,,,,,1,
Mathematics Practice 2,34,fill_blank,A triangle has angles of 60° and 80°. The third angle is _______ degrees.,,40,,,,,1,
Mathematics Practice 2,35,mcq,What type of angle is 135°?,"[""Acute"", ""Right"", ""Obtuse"", ""Reflex""]",Obtuse,,,,,1,
Mathematics Practice 2,36,written,Show your working: A shop sells pencils at RM0.80 each. How much do 15 pencils cost?,,15 × RM0.80 = RM12.00,,,,,2,
Mathematics Practice 2,37,mcq,"If x = 5, what is 3x + 2?","[""15"", ""17"", ""10"", ""13""]",17,,,,,1,
Mathematics Practice 2,38,mcq,What is 20% of 150?,"[""20"", ""25"", ""30"", ""35""]",30,,,,,1,
Mathematics Practice 2,39,mcq,What is 3.5 + 2.75?,"[""5.25"", ""6.00"", ""6.25"", ""5.75""]",6.25,,,,,1,
Mathematics Practice 2,40,fill_blank,A train travels at 80km/h. How far does it travel in 3 hours?,,240,,,,,1,
Mathematics Practice 2,41,mcq,Round 7.846 to 2 decimal places:,"[""7.84"", ""7.85"", ""7.80"", ""7.90""]",7.85,,,,,1,
Mathematics Practice 2,42,mcq,"If an item costs RM50 and is discounted by 10%, the new price is:","[""RM40"", ""RM45"", ""RM55"", ""RM60""]",RM45,,,,,1,
Mathematics Practice 2,43,mcq,How many minutes are in 2 hours 30 minutes?,"[""120"", ""130"", ""150"", ""180""]",150,,,,,1,
Mathematics Practice 2,44,fill_blank,Calculate: 456 + 789 = _______,,1245,,,,,1,
Mathematics Practice 2,45,fill_blank,Express 0.6 as a percentage: _______%.,,60,,,,,1,
Mathematics Practice 2,46,mcq,"If a = 4 and b = 3, what is a + b + ab?","[""12"", ""19"", ""10"", ""7""]",19,,,,,1,
Math Skills Assessment 3,1,mcq,Calculate: 6 × (4 + 5),"[""29"", ""54"", ""45"", ""33""]",54,,,,,1,
Math Skills Assessment 3,2,mcq,The angles of a triangle add up to:,"[""90°"", ""180°"", ""270°"", ""360°""]",180°,,,,,1,
Math Skills Assessment 3,3,mcq,What is 5 + 9 × 3?,"[""42"", ""32"", ""27"", ""17""]",32,,,,,1,
Math Skills Assessment 3,4,mcq,How many minutes are in 2 hours 30 minutes?,"[""120"", ""130"", ""150"", ""180""]",150,,,,,1,
Math Skills Assessment 3,5,fill_blank,Express 0.6 as a percentage: _______%.,,60,,,,,1,
Math Skills Assessment 3,6,written,Show your working: A shop sells pencils at RM0.80 each. How much do 15 pencils cost?,,15 × RM0.80 = RM12.00,,,,,2,
Math Skills Assessment 3,7,mcq,How many grams are in 2.5 kg?,"[""250g"", ""2500g"", ""25g"", ""25000g""]",2500g,,,,,1,
Math Skills Assessment 3,8,fill_blank,Calculate: 456 + 789 = _______,,1245,,,,,1,
Math Skills Assessment 3,9,fill_blank,50% of _______ is 25.,,50,,,,,1,
Math Skills Assessment 3,10,fill_blank,Calculate: 3.5 + 2.7 = _______,,6.2,,,,,1,
Math Skills Assessment 3,11,mcq,"If a = 4 and b = 3, what is a + b + ab?","[""12"", ""19"", ""10"", ""7""]",19,,,,,1,
Math Skills Assessment 3,12,mcq,What is 3/5 of 40?,"[""20"", ""24"", ""25"", ""30""]",24,,,,,1,
Math Skills Assessment 3,13,mcq,"The range of 15, 23, 8, 31, 12 is:","[""15"", ""23"", ""31"", ""23""]",23,,,,,1,
Math Skills Assessment 3,14,mcq,Convert 0.75 to a fraction in simplest form:,"[""75/100"", ""3/4"", ""7/5"", ""15/20""]",3/4,,,,,1,
Math Skills Assessment 3,15,mcq,What is 3.5 + 2.75?,"[""5.25"", ""6.00"", ""6.25"", ""5.75""]",6.25,,,,,1,
Math Skills Assessment 3,16,fill_blank,What is 1/3 + 1/6 = _______ (as a fraction),,1/2,,,,,1,
Math Skills Assessment 3,17,mcq,Round 4.567 to one decimal place:,"[""4.5"", ""4.6"", ""4.7"", ""5.0""]",4.6,,,,,1,
Math Skills Assessment 3,18,written,A book normally costs RM40. It is on sale for 25% off. Show your working to find the sale price.,,Discount = 25% of RM40 = RM10. Sale price = RM40 - RM10 = RM30,,,,,2,
Math Skills Assessment 3,19,fill_blank,"The total of 5, 10, 15, 20 is _______. The mean is _______.",,"50, 12.5",,,,,2,
Math Skills Assessment 3,20,mcq,Convert 3.5 km to meters:,"[""350m"", ""3500m"", ""35m"", ""35000m""]",3500m,,,,,1,
Math Skills Assessment 3,21,fill_blank,What is 1000 - 347?,,653,,,,,1,
Math Skills Assessment 3,22,mcq,"The mean of 4, 8, 6, 10, 12 is:","[""6"", ""8"", ""10"", ""12""]",8,,,,,1,
Math Skills Assessment 3,23,fill_blank,6.8 - 2.35 = _______,,4.45,,,,,1,
Math Skills Assessment 3,24,fill_blank,"Find the median of: 2, 5, 8, 11, 14. The median is _______.",,8,,,,,1,
Math Skills Assessment 3,25,mcq,What is 0.5 × 0.4?,"[""0.9"", ""0.2"", ""0.02"", ""2.0""]",0.2,,,,,1,
Math Skills Assessment 3,26,fill_blank,"If p = 7, calculate 4p - 10",,18,,,,,1,
Math Skills Assessment 3,27,mcq,Convert 3/4 to a percentage:,"[""25%"", ""50%"", ""75%"", ""100%""]",75%,,,,,1,
Math Skills Assessment 3,28,written,A train leaves at 09:45 and arrives at 11:20. How long is the journey?,,1 hour 35 minutes,,,,,2,
Math Skills Assessment 3,29,mcq,"What is the mode of: 3, 5, 7, 5, 9, 5, 2?","[""3"", ""5"", ""7"", ""9""]",5,,,,,1,
Math Skills Assessment 3,30,mcq,What is 25% of 80?,"[""15"", ""20"", ""25"", ""30""]",20,,,,,1,
Math Skills Assessment 3,31,fill_blank,Solve: 2x = 10. x = _______,,5,,,,,1,
Math Skills Assessment 3,32,mcq,"If x = 5, what is 3x + 2?","[""15"", ""17"", ""10"", ""13""]",17,,,,,1,
Math Skills Assessment 3,33,fill_blank,Convert 5000ml to liters: _______ L,,5,,,,,1,
Math Skills Assessment 3,34,mcq,"If an item costs RM50 and is discounted by 10%, the new price is:","[""RM40"", ""RM45"", ""RM55"", ""RM60""]",RM45,,,,,1,
Math Skills Assessment 3,35,mcq,What is the value of 2n when n = 6?,"[""8"", ""12"", ""26"", ""3""]",12,,,,,1,
Math Skills Assessment 3,36,mcq,Round 7.846 to 2 decimal places:,"[""7.84"", ""7.85"", ""7.80"", ""7.90""]",7.85,,,,,1,
Math Skills Assessment 3,37,fill_blank,Solve: m - 8 = 12. m = _______,,20,,,,,1,
Math Skills Assessment 3,38,mcq,"In a bar chart, what does the height of the bar show?","[""The category"", ""The frequency/value"", ""The title"", ""The color""]",The frequency/value,,,,,1,
Math Skills Assessment 3,39,fill_blank,The perimeter of a square with side 7cm is _______ cm.,,28,,,,,1,
Math Skills Assessment 3,40,mcq,What percentage is 15 out of 60?,"[""15%"", ""20%"", ""25%"", ""30%""]",25%,,,,,1,
Math Skills Assessment 3,41,written,A circle has a radius of 7cm. Calculate its circumference using π = 22/7.,,Circumference = 2πr = 2 × 22/7 × 7 = 44cm,,,,,2,
Math Skills Assessment 3,42,mcq,What is the area of a rectangle with length 8cm and width 5cm?,"[""13cm²"", ""40cm²"", ""26cm²"", ""80cm²""]",40cm²,,,,,1,
Problem Solving Challenge 4,1,fill_blank,Solve: m - 8 = 12. m = _______,,20,,,,,1,
Problem Solving Challenge 4,2,written,A circle has a radius of 7cm. Calculate its circumference using π = 22/7.,,Circumference = 2πr = 2 × 22/7 × 7 = 44cm,,,,,2,
Problem Solving Challenge 4,3,fill_blank,What is 1000 - 347?,,653,,,,,1,
Problem Solving Challenge 4,4,fill_blank,What is 144 ÷ 12?,,12,,,,,1,
Problem Solving Challenge 4,5,written,Show your working: A shop sells pencils at RM0.80 each. How much do 15 pencils cost?,,15 × RM0.80 = RM12.00,,,,,2,
Problem Solving Challenge 4,6,mcq,What percentage is 15 out of 60?,"[""15%"", ""20%"", ""25%"", ""30%""]",25%,,,,,1,
Problem Solving Challenge 4,7,mcq,Convert 0.75 to a fraction in simplest form:,"[""75/100"", ""3/4"", ""7/5"", ""15/20""]",3/4,,,,,1,
Problem Solving Challenge 4,8,fill_blank,How many seconds are in 5 minutes? _______,,300,,,,,1,
Problem Solving Challenge 4,9,fill_blank,The perimeter of a square with side 7cm is _______ cm.,,28,,,,,1,
Problem Solving Challenge 4,10,fill_blank,Sarah has 48 stickers. She gives 1/4 to her friend. How many stickers does she give away?,,12,,,,,1,
Problem Solving Challenge 4,11,mcq,What is 25% of 80?,"[""15"", ""20"", ""25"", ""30""]",20,,,,,1,
Problem Solving Challenge 4,12,mcq,"If x = 5, what is 3x + 2?","[""15"", ""17"", ""10"", ""13""]",17,,,,,1,
Problem Solving Challenge 4,13,fill_blank,A triangle has angles of 60° and 80°. The third angle is _______ degrees.,,40,,,,,1,
Problem Solving Challenge 4,14,mcq,A film starts at 14:30 and lasts 1 hour 45 minutes. What time does it end?,"[""15:15"", ""15:45"", ""16:15"", ""16:45""]",16:15,,,,,1,
Problem Solving Challenge 4,15,mcq,Which type of chart is best for showing change over time?,"[""Pie chart"", ""Line graph"", ""Bar chart"", ""Pictogram""]",Line graph,,,,,1,
Problem Solving Challenge 4,16,mcq,"If an item costs RM50 and is discounted by 10%, the new price is:","[""RM40"", ""RM45"", ""RM55"", ""RM60""]",RM45,,,,,1,
Problem Solving Challenge 4,17,mcq,What is 3/5 of 40?,"[""20"", ""24"", ""25"", ""30""]",24,,,,,1,
Problem Solving Challenge 4,18,written,"A bookshop sells books at RM25 each. If they offer a 20% discount, how much would 3 books cost? Show your working.",,Discounted price = RM25 × 0.8 = RM20. Total = RM20 × 3 = RM60,,,,,3,
Problem Solving Challenge 4,19,fill_blank,"Order from smallest to largest: 0.3, 0.25, 0.35",,"0.25, 0.3, 0.35",,,,,1,
Problem Solving Challenge 4,20,fill_blank,A train travels at 80km/h. How far does it travel in 3 hours?,,240,,,,,1,
Problem Solving Challenge 4,21,mcq,"In a bar chart, what does the height of the bar show?","[""The category"", ""The frequency/value"", ""The title"", ""The color""]",The frequency/value,,,,,1,
Problem Solving Challenge 4,22,fill_blank,Calculate: 456 + 789 = _______,,1245,,,,,1,
Problem Solving Challenge 4,23,mcq,Convert 3.5 km to meters:,"[""350m"", ""3500m"", ""35m"", ""35000m""]",3500m,,,,,1,
Problem Solving Challenge 4,24,mcq,Round 4.567 to one decimal place:,"[""4.5"", ""4.6"", ""4.7"", ""5.0""]",4.6,,,,,1,
Problem Solving Challenge 4,25,mcq,Simplify: 12/18,"[""4/6"", ""2/3"", ""6/9"", ""3/4""]",2/3,,,,,1,
Problem Solving Challenge 4,26,fill_blank,Express 0.6 as a percentage: _______%.,,60,,,,,1,
Problem Solving Challenge 4,27,mcq,How many minutes are in 2 hours 30 minutes?,"[""120"", ""130"", ""150"", ""180""]",150,,,,,1,
Problem Solving Challenge 4,28,fill_blank,50% of _______ is 25.,,50,,,,,1,
Problem Solving Challenge 4,29,mcq,Solve: y + 7 = 15. What is y?,"[""7"", ""8"", ""22"", ""10""]",8,,,,,1,
Problem Solving Challenge 4,30,fill_blank,Solve: 2x = 10. x = _______,,5,,,,,1,
Problem Solving Challenge 4,31,written,Calculate the area of a triangle with base 10cm and height 6cm. Show your working.,,Area = 1/2 × base × height = 1/2 × 10 × 6 = 30cm²,,,,,2,
Problem Solving Challenge 4,32,fill_blank,"Find the median of: 2, 5, 8, 11, 14. The median is _______.",,8,,,,,1,
Problem Solving Challenge 4,33,mcq,Calculate: 6 × (4 + 5),"[""29"", ""54"", ""45"", ""33""]",54,,,,,1,
Problem Solving Challenge 4,34,written,A tank can hold 500 liters of water. It is 3/5 full. How many more liters are needed to fill it?,,Water in tank = 500 × 3/5 = 300L. Space remaining = 500 - 300 = 200 liters,,,,,3,
Problem Solving Challenge 4,35,mcq,Convert 3/4 to a percentage:,"[""25%"", ""50%"", ""75%"", ""100%""]",75%,,,,,1,
Problem Solving Challenge 4,36,fill_blank,"The total of 5, 10, 15, 20 is _______. The mean is _______.",,"50, 12.5",,,,,2,
Problem Solving Challenge 4,37,fill_blank,Express 2/5 as a decimal: _______,,0.4,,,,,1,
Problem Solving Challenge 4,38,mcq,How many sides does a hexagon have?,"[""5"", ""6"", ""7"", ""8""]",6,,,,,1,
Problem Solving Challenge 4,39,mcq,What is the area of a rectangle with length 8cm and width 5cm?,"[""13cm²"", ""40cm²"", ""26cm²"", ""80cm²""]",40cm²,,,,,1,
Problem Solving Challenge 4,40,mcq,Convert 7/10 to a decimal:,"[""0.07"", ""0.7"", ""7.0"", ""70""]",0.7,,,,,1,
Problem Solving Challenge 4,41,mcq,What is 3.5 + 2.75?,"[""5.25"", ""6.00"", ""6.25"", ""5.75""]",6.25,,,,,1,
Problem Solving Challenge 4,42,mcq,What is 20% of 150?,"[""20"", ""25"", ""30"", ""35""]",30,,,,,1,
Problem Solving Challenge 4,43,mcq,The angles of a triangle add up to:,"[""90°"", ""180°"", ""270°"", ""360°""]",180°,,,,,1,
Problem Solving Challenge 4,44,mcq,"The mean of 4, 8, 6, 10, 12 is:","[""6"", ""8"", ""10"", ""12""]",8,,,,,1,
Problem Solving Challenge 4,45,mcq,"If a = 4 and b = 3, what is a + b + ab?","[""12"", ""19"", ""10"", ""7""]",19,,,,,1,
Mathematics Practice 5,1,written,A tank can hold 500 liters of water. It is 3/5 full. How many more liters are needed to fill it?,,Water in tank = 500 × 3/5 = 300L. Space remaining = 500 - 300 = 200 liters,,,,,3,
Mathematics Practice 5,2,mcq,Convert 7/10 to a decimal:,"[""0.07"", ""0.7"", ""7.0"", ""70""]",0.7,,,,,1,
Mathematics Practice 5,3,mcq,Convert 3/4 to a percentage:,"[""25%"", ""50%"", ""75%"", ""100%""]",75%,,,,,1,
Mathematics Practice 5,4,written,Write an expression for: 5 more than a number n,,n + 5,,,,,1,
Mathematics Practice 5,5,fill_blank,12.6 ÷ 3 = _______,,4.2,,,,,1,
Mathematics Practice 5,6,mcq,Calculate: 6 × (4 + 5),"[""29"", ""54"", ""45"", ""33""]",54,,,,,1,
Mathematics Practice 5,7,mcq,What is 0.5 × 0.4?,"[""0.9"", ""0.2"", ""0.02"", ""2.0""]",0.2,,,,,1,
Mathematics Practice 5,8,fill_blank,Express 0.6 as a percentage: _______%.,,60,,,,,1,
Mathematics Practice 5,9,mcq,What is 3/5 of 40?,"[""20"", ""24"", ""25"", ""30""]",24,,,,,1,
Mathematics Practice 5,10,mcq,"In a bar chart, what does the height of the bar show?","[""The category"", ""The frequency/value"", ""The title"", ""The color""]",The frequency/value,,,,,1,
Mathematics Practice 5,11,fill_blank,Calculate: 456 + 789 = _______,,1245,,,,,1,
Mathematics Practice 5,12,fill_blank,"Order from smallest to largest: 0.3, 0.25, 0.35",,"0.25, 0.3, 0.35",,,,,1,
Mathematics Practice 5,13,fill_blank,6.8 - 2.35 = _______,,4.45,,,,,1,
Mathematics Practice 5,14,mcq,Round 7.846 to 2 decimal places:,"[""7.84"", ""7.85"", ""7.80"", ""7.90""]",7.85,,,,,1,
Mathematics Practice 5,15,mcq,"The mean of 4, 8, 6, 10, 12 is:","[""6"", ""8"", ""10"", ""12""]",8,,,,,1,
Mathematics Practice 5,16,written,Calculate the area of a triangle with base 10cm and height 6cm. Show your working.,,Area = 1/2 × base × height = 1/2 × 10 × 6 = 30cm²,,,,,2,
Mathematics Practice 5,17,mcq,What is 25% of 80?,"[""15"", ""20"", ""25"", ""30""]",20,,,,,1,
Mathematics Practice 5,18,mcq,What is 5 + 9 × 3?,"[""42"", ""32"", ""27"", ""17""]",32,,,,,1,
Mathematics Practice 5,19,fill_blank,Express 2/5 as a decimal: _______,,0.4,,,,,1,
Mathematics Practice 5,20,fill_blank,How many seconds are in 5 minutes? _______,,300,,,,,1,
Mathematics Practice 5,21,mcq,Simplify: 12/18,"[""4/6"", ""2/3"", ""6/9"", ""3/4""]",2/3,,,,,1,
Mathematics Practice 5,22,fill_blank,50% of _______ is 25.,,50,,,,,1,
Mathematics Practice 5,23,mcq,"The range of 15, 23, 8, 31, 12 is:","[""15"", ""23"", ""31"", ""23""]",23,,,,,1,
Mathematics Practice 5,24,fill_blank,Calculate: 3.5 + 2.7 = _______,,6.2,,,,,1,
Mathematics Practice 5,25,mcq,Solve: y + 7 = 15. What is y?,"[""7"", ""8"", ""22"", ""10""]",8,,,,,1,
Mathematics Practice 5,26,mcq,"If a = 4 and b = 3, what is a + b + ab?","[""12"", ""19"", ""10"", ""7""]",19,,,,,1,
Mathematics Practice 5,27,fill_blank,What is 1000 - 347?,,653,,,,,1,
Mathematics Practice 5,28,mcq,A film starts at 14:30 and lasts 1 hour 45 minutes. What time does it end?,"[""15:15"", ""15:45"", ""16:15"", ""16:45""]",16:15,,,,,1,
Mathematics Practice 5,29,mcq,What percentage is 15 out of 60?,"[""15%"", ""20%"", ""25%"", ""30%""]",25%,,,,,1,
Mathematics Practice 5,30,fill_blank,Solve: 2x = 10. x = _______,,5,,,,,1,
Mathematics Practice 5,31,mcq,What is 3.5 + 2.75?,"[""5.25"", ""6.00"", ""6.25"", ""5.75""]",6.25,,,,,1,
Mathematics Practice 5,32,written,A circle has a radius of 7cm. Calculate its circumference using π = 22/7.,,Circumference = 2πr = 2 × 22/7 × 7 = 44cm,,,,,2,
Mathematics Practice 5,33,written,Show your working: A shop sells pencils at RM0.80 each. How much do 15 pencils cost?,,15 × RM0.80 = RM12.00,,,,,2,
