question_set_title,question_number,question_type,question_text,options,correct_answer,matching_pairs,labels,explanation,hint,marks,drawing_template
Science Explorer 2,6,written,Explain the difference between a physical change and a chemical change. Give an example of each.,,"Physical change: substance changes form but remains the same material (e.g., ice melting to water). Chemical change: new substances are formed (e.g., burning wood produces ash and smoke).",,,,,4,
Science Explorer 2,7,fill_blank,The chemical symbol for water is _______.,,H2O,,,,,1,
Science Explorer 2,8,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Science Explorer 2,9,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Science Explorer 2,10,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Science Explorer 2,11,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Science Explorer 2,12,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Science Explorer 2,13,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Science Explorer 2,14,written,Explain the difference between a physical change and a chemical change. Give an example of each.,,"Physical change: substance changes form but remains the same material (e.g., ice melting to water). Chemical change: new substances are formed (e.g., burning wood produces ash and smoke).",,,,,4,
Science Explorer 2,15,mcq,What force pulls objects towards the Earth?,"[""Friction"", ""Gravity"", ""Magnetism"", ""Air resistance""]",Gravity,,,,,1,
Science Explorer 2,16,mcq,Which layer of Earth is the hottest?,"[""Crust"", ""Mantle"", ""Outer core"", ""Inner core""]",Inner core,,,,,1,
Science Explorer 2,17,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Science Explorer 2,18,fill_blank,"When a liquid changes to a gas, it is called _______.",,evaporation,,,,,1,
Science Explorer 2,19,fill_blank,A material that does not allow electricity to pass through is called an _______.,,insulator,,,,,1,
Science Explorer 2,20,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Science Explorer 2,21,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Science Explorer 2,22,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Science Explorer 2,23,mcq,What is the unit of force?,"[""Meter"", ""Newton"", ""Kilogram"", ""Joule""]",Newton,,,,,1,
Science Explorer 2,24,mcq,Which part of the plant absorbs water from the soil?,"[""Leaves"", ""Stem"", ""Roots"", ""Flowers""]",Roots,,,,,1,
Science Explorer 2,25,mcq,What happens when ice is heated?,"[""It stays the same"", ""It melts into water"", ""It becomes gas directly"", ""It gets harder""]",It melts into water,,,,,1,
Science Explorer 2,26,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Science Explorer 2,27,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Science Explorer 2,28,written,Explain why plants are important for life on Earth. Give two reasons.,,1. Plants produce oxygen through photosynthesis which animals need to breathe. 2. Plants provide food for animals and humans in the food chain.,,,,,4,
Science Explorer 2,29,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Science Explorer 2,30,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Science Explorer 2,31,mcq,What do plants produce during photosynthesis?,"[""Carbon dioxide"", ""Oxygen and glucose"", ""Nitrogen"", ""Water only""]",Oxygen and glucose,,,,,1,
Science Explorer 2,32,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Science Explorer 2,33,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Science Explorer 2,34,fill_blank,The gas we breathe out is _______ dioxide.,,carbon,,,,,1,
Science Explorer 2,35,fill_blank,The organ that pumps blood around the body is the _______.,,heart,,,,,1,
Science Explorer 2,36,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Science Explorer 2,37,fill_blank,The process by which plants make food using sunlight is called _______.,,photosynthesis,,,,,1,
Science Explorer 2,38,mcq,What force pulls objects towards the Earth?,"[""Friction"", ""Gravity"", ""Magnetism"", ""Air resistance""]",Gravity,,,,,1,
Science Explorer 2,39,fill_blank,Oxygen enters the body through the _______.,,lungs,,,,,1,
Science Explorer 2,40,mcq,What are the three states of matter?,"[""Hot, cold, warm"", ""Solid, liquid, gas"", ""Hard, soft, fluid"", ""Heavy, light, medium""]","Solid, liquid, gas",,,,,1,
Science Explorer 2,41,mcq,At what temperature does water boil at sea level?,"[""0°C"", ""50°C"", ""100°C"", ""212°C""]",100°C,,,,,1,
Science Explorer 2,42,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Science Explorer 2,43,mcq,Which organ is part of the digestive system?,"[""Heart"", ""Lungs"", ""Stomach"", ""Brain""]",Stomach,,,,,1,
Science Explorer 2,44,mcq,What type of rock is formed from cooled lava?,"[""Sedimentary"", ""Metamorphic"", ""Igneous"", ""Limestone""]",Igneous,,,,,1,
Science Explorer 2,45,written,Describe the path of blood through the heart and lungs.,,"Deoxygenated blood enters the right atrium, moves to right ventricle, goes to lungs to get oxygen, returns to left atrium, moves to left ventricle, and is pumped to the body.",,,,,4,
Science Explorer 2,46,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Science Discovery 3,1,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Science Discovery 3,2,mcq,Which part of the plant absorbs water from the soil?,"[""Leaves"", ""Stem"", ""Roots"", ""Flowers""]",Roots,,,,,1,
Science Discovery 3,3,fill_blank,The organ that pumps blood around the body is the _______.,,heart,,,,,1,
Science Discovery 3,4,fill_blank,The process by which plants make food using sunlight is called _______.,,photosynthesis,,,,,1,
Science Discovery 3,5,mcq,At what temperature does water boil at sea level?,"[""0°C"", ""50°C"", ""100°C"", ""212°C""]",100°C,,,,,1,
Science Discovery 3,6,mcq,What is the main function of the heart?,"[""Digest food"", ""Pump blood around the body"", ""Filter waste"", ""Store oxygen""]",Pump blood around the body,,,,,1,
Science Discovery 3,7,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Science Discovery 3,8,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Science Discovery 3,9,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Science Discovery 3,10,mcq,What type of rock is formed from cooled lava?,"[""Sedimentary"", ""Metamorphic"", ""Igneous"", ""Limestone""]",Igneous,,,,,1,
Science Discovery 3,11,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Science Discovery 3,12,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Science Discovery 3,13,fill_blank,The chemical symbol for water is _______.,,H2O,,,,,1,
Science Discovery 3,14,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Science Discovery 3,15,matching,Match the organ to its function,,"Heart-Pumps blood, Lungs-Gas exchange, Stomach-Digests food, Brain-Controls body","[{""left"": ""Heart"", ""right"": ""Pumps blood""}, {""left"": ""Lungs"", ""right"": ""Gas exchange""}, {""left"": ""Stomach"", ""right"": ""Digests food""}, {""left"": ""Brain"", ""right"": ""Controls body""}]",,,,4,
Science Discovery 3,16,mcq,What force pulls objects towards the Earth?,"[""Friction"", ""Gravity"", ""Magnetism"", ""Air resistance""]",Gravity,,,,,1,
Science Discovery 3,17,mcq,Which layer of Earth is the hottest?,"[""Crust"", ""Mantle"", ""Outer core"", ""Inner core""]",Inner core,,,,,1,
Science Discovery 3,18,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Science Discovery 3,19,fill_blank,A material that does not allow electricity to pass through is called an _______.,,insulator,,,,,1,
Science Discovery 3,20,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Science Discovery 3,21,mcq,What type of rock is formed from cooled lava?,"[""Sedimentary"", ""Metamorphic"", ""Igneous"", ""Limestone""]",Igneous,,,,,1,
Science Discovery 3,22,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Science Discovery 3,23,mcq,What do plants produce during photosynthesis?,"[""Carbon dioxide"", ""Oxygen and glucose"", ""Nitrogen"", ""Water only""]",Oxygen and glucose,,,,,1,
Science Discovery 3,24,mcq,Which type of energy does a moving car have?,"[""Potential energy"", ""Kinetic energy"", ""Sound energy"", ""Nuclear energy""]",Kinetic energy,,,,,1,
Science Discovery 3,25,written,Explain why plants are important for life on Earth. Give two reasons.,,1. Plants produce oxygen through photosynthesis which animals need to breathe. 2. Plants provide food for animals and humans in the food chain.,,,,,4,
Science Discovery 3,26,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Science Discovery 3,27,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Science Discovery 3,28,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Science Discovery 3,29,mcq,What are the three states of matter?,"[""Hot, cold, warm"", ""Solid, liquid, gas"", ""Hard, soft, fluid"", ""Heavy, light, medium""]","Solid, liquid, gas",,,,,1,
Science Discovery 3,30,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Science Discovery 3,31,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Science Discovery 3,32,written,Describe the path of blood through the heart and lungs.,,"Deoxygenated blood enters the right atrium, moves to right ventricle, goes to lungs to get oxygen, returns to left atrium, moves to left ventricle, and is pumped to the body.",,,,,4,
Science Discovery 3,33,fill_blank,The gas we breathe out is _______ dioxide.,,carbon,,,,,1,
Science Discovery 3,34,fill_blank,"When a liquid changes to a gas, it is called _______.",,evaporation,,,,,1,
Science Discovery 3,35,mcq,What is the unit of force?,"[""Meter"", ""Newton"", ""Kilogram"", ""Joule""]",Newton,,,,,1,
Science Discovery 3,36,fill_blank,Oxygen enters the body through the _______.,,lungs,,,,,1,
Science Discovery 3,37,mcq,Which organ is part of the digestive system?,"[""Heart"", ""Lungs"", ""Stomach"", ""Brain""]",Stomach,,,,,1,
Science Discovery 3,38,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Science Discovery 3,39,written,Explain the difference between a physical change and a chemical change. Give an example of each.,,"Physical change: substance changes form but remains the same material (e.g., ice melting to water). Chemical change: new substances are formed (e.g., burning wood produces ash and smoke).",,,,,4,
Science Discovery 3,40,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Science Discovery 3,41,mcq,What happens when ice is heated?,"[""It stays the same"", ""It melts into water"", ""It becomes gas directly"", ""It gets harder""]",It melts into water,,,,,1,
Science Discovery 3,42,fill_blank,The gas we breathe out is _______ dioxide.,,carbon,,,,,1,
Nature & Science 4,1,mcq,What type of rock is formed from cooled lava?,"[""Sedimentary"", ""Metamorphic"", ""Igneous"", ""Limestone""]",Igneous,,,,,1,
Nature & Science 4,2,mcq,Which layer of Earth is the hottest?,"[""Crust"", ""Mantle"", ""Outer core"", ""Inner core""]",Inner core,,,,,1,
Nature & Science 4,3,mcq,What is the main function of the heart?,"[""Digest food"", ""Pump blood around the body"", ""Filter waste"", ""Store oxygen""]",Pump blood around the body,,,,,1,
Nature & Science 4,4,mcq,What is the largest organ in the human body?,"[""Heart"", ""Brain"", ""Skin"", ""Liver""]",Skin,,,,,1,
Nature & Science 4,5,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Nature & Science 4,6,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Nature & Science 4,7,written,Explain the difference between a physical change and a chemical change. Give an example of each.,,"Physical change: substance changes form but remains the same material (e.g., ice melting to water). Chemical change: new substances are formed (e.g., burning wood produces ash and smoke).",,,,,4,
Nature & Science 4,8,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Nature & Science 4,9,mcq,Which is an example of a conductor of electricity?,"[""Rubber"", ""Plastic"", ""Copper"", ""Wood""]",Copper,,,,,1,
Nature & Science 4,10,fill_blank,"When a liquid changes to a gas, it is called _______.",,evaporation,,,,,1,
Nature & Science 4,11,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Nature & Science 4,12,written,Explain why plants are important for life on Earth. Give two reasons.,,1. Plants produce oxygen through photosynthesis which animals need to breathe. 2. Plants provide food for animals and humans in the food chain.,,,,,4,
Nature & Science 4,13,fill_blank,The process by which plants make food using sunlight is called _______.,,photosynthesis,,,,,1,
Nature & Science 4,14,mcq,What causes day and night?,"[""Moon orbiting Earth"", ""Earth rotating on its axis"", ""Sun moving around Earth"", ""Clouds blocking sunlight""]",Earth rotating on its axis,,,,,1,
Nature & Science 4,15,fill_blank,Oxygen enters the body through the _______.,,lungs,,,,,1,
Nature & Science 4,16,fill_blank,The gas we breathe out is _______ dioxide.,,carbon,,,,,1,
Nature & Science 4,17,fill_blank,The movement of tectonic plates can cause _______.,,earthquakes,,,,,1,
Nature & Science 4,18,matching,Match the organ to its function,,"Heart-Pumps blood, Lungs-Gas exchange, Stomach-Digests food, Brain-Controls body","[{""left"": ""Heart"", ""right"": ""Pumps blood""}, {""left"": ""Lungs"", ""right"": ""Gas exchange""}, {""left"": ""Stomach"", ""right"": ""Digests food""}, {""left"": ""Brain"", ""right"": ""Controls body""}]",,,,4,
Nature & Science 4,19,fill_blank,The organ that pumps blood around the body is the _______.,,heart,,,,,1,
Nature & Science 4,20,mcq,What happens when ice is heated?,"[""It stays the same"", ""It melts into water"", ""It becomes gas directly"", ""It gets harder""]",It melts into water,,,,,1,
Nature & Science 4,21,written,Why does a parachute slow down a falling object?,,"A parachute increases air resistance/drag, which opposes the force of gravity, causing the object to fall more slowly.",,,,,3,
Nature & Science 4,22,fill_blank,The chemical symbol for water is _______.,,H2O,,,,,1,
Nature & Science 4,23,mcq,What is the unit of force?,"[""Meter"", ""Newton"", ""Kilogram"", ""Joule""]",Newton,,,,,1,
Nature & Science 4,24,mcq,What are the three states of matter?,"[""Hot, cold, warm"", ""Solid, liquid, gas"", ""Hard, soft, fluid"", ""Heavy, light, medium""]","Solid, liquid, gas",,,,,1,
Nature & Science 4,25,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Nature & Science 4,26,written,Explain how the water cycle works. Include at least 3 stages.,,"1. Evaporation: Sun heats water from oceans/lakes, turning it into water vapor. 2. Condensation: Water vapor rises, cools, and forms clouds. 3. Precipitation: Water falls as rain or snow. 4. Collection: Water returns to oceans, lakes, or groundwater.",,,,,4,
Nature & Science 4,27,fill_blank,The chemical symbol for water is _______.,,H2O,,,,,1,
Nature & Science 4,28,written,Describe the path of blood through the heart and lungs.,,"Deoxygenated blood enters the right atrium, moves to right ventricle, goes to lungs to get oxygen, returns to left atrium, moves to left ventricle, and is pumped to the body.",,,,,4,
Nature & Science 4,29,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Nature & Science 4,30,mcq,What happens when ice is heated?,"[""It stays the same"", ""It melts into water"", ""It becomes gas directly"", ""It gets harder""]",It melts into water,,,,,1,
Nature & Science 4,31,mcq,What are the three states of matter?,"[""Hot, cold, warm"", ""Solid, liquid, gas"", ""Hard, soft, fluid"", ""Heavy, light, medium""]","Solid, liquid, gas",,,,,1,
Nature & Science 4,32,mcq,What travels faster: sound or light?,"[""Sound"", ""Light"", ""They travel equally"", ""Neither moves""]",Light,,,,,1,
Nature & Science 4,33,fill_blank,The speed of light is approximately _______ km/s.,,300000,,,,,1,
Nature & Science 4,34,mcq,At what temperature does water boil at sea level?,"[""0°C"", ""50°C"", ""100°C"", ""212°C""]",100°C,,,,,1,
Nature & Science 4,35,fill_blank,A material that does not allow electricity to pass through is called an _______.,,insulator,,,,,1,
Nature & Science 4,36,fill_blank,The Earth takes _______ days to orbit the Sun.,,365,,,,,1,
Nature & Science 4,37,written,Explain the difference between potential energy and kinetic energy. Give an example of each.,,"Potential energy is stored energy (e.g., a ball held up high). Kinetic energy is energy of motion (e.g., a rolling ball).",,,,,4,
Nature & Science 4,38,mcq,Which gas do we breathe in?,"[""Carbon dioxide"", ""Nitrogen"", ""Oxygen"", ""Hydrogen""]",Oxygen,,,,,1,
Nature & Science 4,39,fill_blank,The organ that pumps blood around the body is the _______.,,heart,,,,,1,
